gene,control_1_poly,control_2_poly,control_3_poly,control_4_poly,treatment_1_poly,treatment_2_poly,treatment_3_poly,treatment_4_poly
simGenes_5093,17024,16497,17205,18166,14168,19147,17832,17394
simGenes_5094,1914,2016,2007,1960,1882,1983,1828,1873
simGenes_5095,1522,1326,1882,1838,1259,1174,1323,1520
simGenes_5096,2542,3170,3142,3258,3283,3313,2999,3177
simGenes_5097,1961,1656,1301,1254,1726,1934,1185,1500
simGenes_5098,484,778,780,631,1964,1922,1496,1806
simGenes_5099,2364,2381,3245,2959,3459,3199,3076,3043
simGenes_5100,1510,2071,2102,1930,1610,1939,1511,1636
simGenes_5101,226,159,176,187,291,230,160,182
simGenes_5102,2439,2491,2398,2412,2402,2481,2435,2531
simGenes_5103,7916,7558,10046,6407,4946,8844,10704,7569
simGenes_5104,1481,1117,1356,1149,3395,3651,2948,3101
simGenes_5105,1291,1028,830,1369,1392,1106,1263,1163
simGenes_5106,397,266,253,418,641,802,643,652
simGenes_5107,989,617,607,686,1770,2018,2103,1985
simGenes_5108,2625,2582,4263,2182,2543,3198,2749,2607
simGenes_5109,68,184,93,121,125,100,146,115
simGenes_5110,8436,8219,8781,7825,8402,8137,7845,6910
simGenes_5111,163,355,285,253,219,346,425,441
simGenes_5112,712,866,1006,1033,1095,1021,982,1164
simGenes_5113,1877,1808,1752,1898,2065,1928,1857,2017
simGenes_5114,1551,1474,1749,1385,1390,1041,1930,1017
simGenes_5115,3486,1625,1648,2173,5001,3654,3578,3467
simGenes_5116,555,542,528,502,572,566,406,595
simGenes_5117,930,933,818,1006,816,863,942,943
simGenes_5118,2099,2432,2048,1804,1946,2921,2209,1783
simGenes_5119,92,74,89,99,132,104,83,96
simGenes_5120,472,409,527,506,216,209,232,267
simGenes_5121,1407,1791,1694,1934,1162,505,807,773
simGenes_5122,62,90,56,74,47,63,78,55
simGenes_5123,27053,17082,22682,23329,19257,16310,24509,30715
simGenes_5124,3691,3259,3808,3050,3068,2810,4146,3332
simGenes_5125,16893,15489,15035,17925,21738,18886,13154,16303
simGenes_5126,2815,3831,3138,2755,2838,2213,2164,2873
simGenes_5127,391,595,327,386,241,345,480,400
simGenes_5128,1606,1269,1454,1513,1397,1865,1394,1255
simGenes_5129,251,406,440,811,608,479,492,566
simGenes_5130,2345,2623,2484,2553,2495,2549,2315,2330
simGenes_5131,139,188,147,197,18,43,61,39
simGenes_5132,3510,3428,4244,3581,4195,3479,3396,4181
simGenes_5133,824,586,674,729,841,912,883,958
simGenes_5134,361,387,290,339,364,318,206,219
simGenes_5135,838,1322,1158,1195,1359,1172,1866,1135
simGenes_5136,253,257,231,219,230,135,215,217
simGenes_5137,1722,1824,2136,1939,1982,1844,1831,1795
simGenes_5138,77,64,57,50,78,52,66,58
simGenes_5139,1986,2185,1972,2104,2322,2041,2584,2086
simGenes_5140,9218,8773,7890,8952,9333,7948,8407,8940
simGenes_5141,75,37,45,46,63,32,44,106
simGenes_5142,20392,20154,18187,21182,16891,18138,20287,16922
simGenes_5143,7837,1697,4880,2897,3104,2194,2193,3144
simGenes_5144,4666,5069,5042,5016,4594,3660,5187,5004
simGenes_5145,1320,1352,1296,1129,1283,1245,1179,1307
simGenes_5146,3376,3556,2842,2360,3822,3854,2843,3360
simGenes_5147,732,714,707,763,341,225,253,660
simGenes_5148,1174,1157,979,924,1041,1101,972,1106
simGenes_5149,817,868,849,660,714,705,778,750
simGenes_5150,2351,2340,2165,2385,2487,2354,2299,2339
simGenes_5151,305,411,324,420,280,373,266,279
simGenes_5152,388,535,374,619,457,641,347,1059
simGenes_5153,2152,1431,1460,1667,1219,1152,837,1020
simGenes_5154,5794,7131,7806,6093,5143,5173,6804,5623
simGenes_5155,478,654,444,373,288,800,305,534
simGenes_5156,785,715,934,922,808,807,800,842
simGenes_5157,646,750,661,770,652,664,748,676
simGenes_5158,237,422,228,358,315,364,312,110
simGenes_5159,931,1471,1211,1180,872,869,1319,977
simGenes_5160,673,224,621,707,104,311,399,246
simGenes_5161,1557,1115,1513,934,1052,969,940,847
simGenes_5162,1012,1048,769,1075,887,673,768,808
simGenes_5163,10234,9007,9173,10372,8599,10020,9896,9583
simGenes_5164,801,942,1005,772,890,906,901,812
simGenes_5165,1229,1313,1599,941,1410,1439,1701,1078
simGenes_5166,316,323,319,568,525,300,340,389
simGenes_5167,213,217,198,227,203,218,171,195
simGenes_5168,1003,1656,1663,1088,1253,1487,1023,1071
simGenes_5169,1710,2043,1134,1223,3974,3000,1225,1962
simGenes_5170,4247,4086,4232,4105,4340,3793,3727,4034
simGenes_5171,120,59,120,86,137,157,127,199
simGenes_5172,663,398,460,440,365,862,402,623
simGenes_5173,1313,1411,1364,1383,1316,1323,1348,1375
simGenes_5174,399,424,519,411,458,493,441,411
simGenes_5175,5491,5193,5490,5679,5634,5346,5862,6075
simGenes_5176,752,566,794,540,656,777,640,659
simGenes_5177,168,120,196,193,218,141,187,187
simGenes_5178,4620,4122,4157,4045,4925,4296,4575,4646
simGenes_5179,168,143,127,141,125,141,118,125
simGenes_5180,2924,3222,2679,2840,2024,1815,1831,1683
simGenes_5181,1305,1709,1581,1758,1783,1342,1631,1627
simGenes_5182,1071,1045,922,1215,974,1326,1064,1695
simGenes_5183,2775,2628,2255,1922,2285,1913,2560,1993
simGenes_5184,2216,1676,969,2261,747,807,578,455
simGenes_5185,175,155,163,157,169,182,162,199
simGenes_5186,1573,1528,1200,1398,1230,1382,1629,1321
simGenes_5187,1168,1012,1085,1253,870,1005,974,1031
simGenes_5188,165,157,198,175,161,240,175,150
simGenes_5189,1026,960,1120,911,1073,1104,935,1289
simGenes_5190,2379,2171,2443,1877,2192,2386,2048,1892
simGenes_5191,40,34,45,38,48,78,169,67
simGenes_5192,276,444,380,426,703,779,551,444
simGenes_5193,302,379,279,427,408,289,192,386
simGenes_5194,142,256,134,162,219,100,122,93
simGenes_5195,11608,9451,11939,9025,11791,9141,10443,9298
simGenes_5196,2965,3406,3416,3331,3319,3640,3463,3292
simGenes_5197,2896,3585,3147,3905,3868,4068,3770,4308
simGenes_5198,404,503,365,391,152,250,288,237
simGenes_5199,84,106,87,88,96,90,80,99
simGenes_5200,1950,1940,1668,1725,1645,1733,1480,2364
simGenes_5201,92,120,92,105,82,67,92,91
simGenes_5202,1424,1441,2071,2357,1809,1610,1864,1198
simGenes_5203,664,943,701,820,501,553,731,657
simGenes_5204,7490,7908,6431,6251,7846,7814,6908,7045
simGenes_5205,189,224,226,208,178,167,255,170
simGenes_5206,856,581,974,659,705,813,873,565
simGenes_5207,1264,1264,1153,1847,1151,1603,943,1629
simGenes_5208,2929,2730,3058,2844,2538,2902,3553,2595
simGenes_5209,820,791,800,843,1490,1513,1492,1233
simGenes_5210,2550,2786,2677,3890,3072,3008,4563,3702
simGenes_5211,234,218,239,237,215,318,259,148
simGenes_5212,885,979,1327,956,1282,1431,1531,1593
simGenes_5213,13637,11585,12451,16234,13621,14287,9356,10761
simGenes_5214,2793,3642,2812,3489,2997,3588,2867,3805
simGenes_5215,890,776,744,687,1035,843,871,836
simGenes_5216,655,783,685,663,897,514,864,518
simGenes_5217,267,256,186,237,156,93,122,107
simGenes_5218,1104,1048,1157,1062,327,535,431,687
simGenes_5219,10965,11205,9707,6820,11800,9288,9410,11472
simGenes_5220,189096,202378,183823,192621,180326,201751,194412,180516
simGenes_5221,416,404,358,555,584,363,348,484
simGenes_5222,3040,3373,3144,3026,2693,2968,3340,2662
simGenes_5223,292,345,344,366,287,285,282,417
simGenes_5224,4089,3069,3623,2702,4037,3998,4181,3399
simGenes_5225,3215,3149,3296,3263,3698,3364,3246,2994
simGenes_5226,297,274,315,320,509,216,366,370
simGenes_5227,213,236,203,311,339,257,143,218
simGenes_5228,668,713,674,730,695,648,665,679
simGenes_5229,4967,4528,4372,4546,5040,4611,4726,5287
simGenes_5230,305,217,290,251,290,249,290,325
simGenes_5231,249,302,628,640,353,725,409,424
simGenes_5232,945,362,521,300,309,381,435,453
simGenes_5233,1048,947,948,1006,783,1432,836,1242
simGenes_5234,962,975,1178,1062,1234,884,1123,1062
simGenes_5235,11611,13976,12997,9031,11555,11726,9740,10039
simGenes_5236,137,145,202,86,219,204,213,302
simGenes_5237,220,283,127,44,168,265,161,129
simGenes_5238,2667,2775,2857,2871,2856,2725,2827,2977
simGenes_5239,658,1233,706,1073,928,1342,808,848
simGenes_5240,2369,2022,1990,2600,2210,2214,1964,1918
simGenes_5241,7121,7679,7003,7097,7560,6142,7065,7098
simGenes_5242,1502,1341,1415,1176,1691,1292,1257,1521
simGenes_5243,1447,1065,1128,1030,1052,1190,909,1592
simGenes_5244,1375,1474,1708,1739,1319,1150,2159,1398
simGenes_5245,8049,9891,8596,8867,8719,8612,8663,8696
simGenes_5246,314,256,204,198,161,223,221,225
simGenes_5247,1649,1030,1095,1118,1307,1363,1733,1416
simGenes_5248,4549,7421,4490,7089,5800,4998,4692,6205
simGenes_5249,1961,1562,2327,1931,4384,3643,4137,4232
simGenes_5250,1760,1562,1686,1781,1653,1831,1416,1830
simGenes_5251,918,700,1520,916,687,1139,1075,552
simGenes_5252,581,699,594,671,731,543,611,602
simGenes_5253,675,864,1288,1273,1021,974,1293,1236
simGenes_5254,3614,5726,3677,1552,4121,3484,4129,3691
simGenes_5255,13038,11445,12383,12559,13115,12863,12248,12475
simGenes_5256,2475,2518,2291,3431,2895,2179,2038,2533
simGenes_5257,2835,2854,2822,2664,4477,6474,6759,5128
simGenes_5258,1779,1900,2537,1865,2236,2005,1799,2135
simGenes_5259,18017,18911,18989,21732,15963,21382,19628,18149
simGenes_5260,2493,2474,2645,2553,2498,2549,2489,2491
simGenes_5261,1592,1995,2745,2977,3206,3134,2193,2204
simGenes_5262,3098,1725,3041,2554,2179,2080,2366,2788
simGenes_5263,39,37,59,45,51,70,54,28
simGenes_5264,9409,8691,8420,7469,7696,6641,8602,6707
simGenes_5265,146,131,154,156,213,199,208,165
simGenes_5266,5646,8196,8078,9031,9021,5617,5625,5080
simGenes_5267,1709,1997,2161,2258,1976,1889,1836,1622
simGenes_5268,2650,2147,2386,2114,1970,2647,2372,2290
simGenes_5269,5672,5504,5391,5071,5582,5339,5295,5446
simGenes_5270,6515,7366,6575,6865,7914,6576,6394,7301
simGenes_5271,365,246,280,421,344,316,305,277
simGenes_5272,1495,411,502,1119,551,461,503,577
simGenes_5273,807,582,711,697,634,590,673,830
simGenes_5274,4659,3268,6420,6150,6055,7547,3619,4385
simGenes_5275,108,114,133,232,374,289,479,404
simGenes_5276,4067,6538,4737,9286,10249,5053,6779,7097
simGenes_5277,43893,90862,53212,51856,26869,23513,18895,21175
simGenes_5278,6033,5573,5325,5935,5536,5611,6869,7679
simGenes_5279,246,165,260,273,167,219,156,210
simGenes_5280,205,158,285,199,230,192,283,154
simGenes_5281,3552,3669,3668,3487,3507,3811,3656,3758
simGenes_5282,3031,4114,4481,4108,3941,5534,4446,3988
simGenes_5283,4660,5003,5901,8627,4859,4443,7896,5054
simGenes_5284,2997,3695,4755,2522,3145,2800,2422,1754
simGenes_5285,1488,1983,1462,655,1235,607,1110,924
simGenes_5286,156,102,148,127,144,97,119,134
simGenes_5287,2897,2796,3417,3255,3092,3216,3861,3441
simGenes_5288,4958,4280,4525,5097,4641,6981,6647,5232
simGenes_5289,519,550,358,277,957,415,519,641
simGenes_5290,1770,1945,2078,2632,1888,2661,2117,2304
simGenes_5291,38151,33940,38161,37544,38360,38160,35910,38584
simGenes_5292,631,676,624,556,1742,1394,1657,1804
simGenes_5293,1834,2172,2903,1946,1514,1538,1687,1380
simGenes_5294,3911,3786,4055,3805,3903,3881,3809,4061
simGenes_5295,2809,1619,1660,1935,1857,2194,1802,2163
simGenes_5296,1858,2226,1381,705,684,1711,1265,1907
simGenes_5297,129,187,150,100,154,108,105,160
simGenes_5298,32402,29553,33220,32006,33736,32233,33079,31376
simGenes_5299,1486,1700,2008,2255,1873,2273,2065,2049
simGenes_5300,3973,4904,5088,3988,5535,4104,4550,4377
simGenes_5301,1804,2090,1892,2393,1723,2057,2048,2087
simGenes_5302,20709,24970,20813,22696,18726,25865,19231,25394
simGenes_5303,368,236,147,165,277,224,292,352
simGenes_5304,1177,1107,1500,1291,1266,1290,1211,1291
simGenes_5305,434,491,407,324,265,485,487,382
simGenes_5306,14709,13965,10575,14336,14416,12534,12474,14214
simGenes_5307,337,279,356,253,320,302,191,139
simGenes_5308,1666,1331,1371,1162,1333,963,1167,1441
simGenes_5309,3285,2717,2657,2906,10157,5040,10140,10606
simGenes_5310,63839,53369,54236,56600,59704,66908,60885,50140
simGenes_5311,134,163,73,69,127,92,106,113
simGenes_5312,554,429,637,691,706,404,578,605
simGenes_5313,2165,2114,2414,2734,1543,2614,3058,1226
simGenes_5314,704,663,462,584,793,730,594,571
simGenes_5315,4438,4603,3903,4127,3880,4438,4093,4312
simGenes_5316,2821,2842,3815,3353,2764,2985,3000,3525
simGenes_5317,559,482,417,412,433,391,485,434
simGenes_5318,2169,1878,1739,2163,1443,1128,982,1750
simGenes_5319,737,1296,1019,751,1156,781,713,1137
simGenes_5320,4486,3898,4923,5132,3909,4122,5229,4726
simGenes_5321,1648,1403,1640,1847,1921,2079,1889,1899
simGenes_5322,2807,2330,2160,2463,2461,3213,2251,2376
simGenes_5323,90,19,112,109,161,62,90,81
simGenes_5324,7977,8042,7550,6118,10785,4971,7901,9980
simGenes_5325,654,886,940,1078,428,346,376,373
simGenes_5326,965,514,937,640,1030,654,1152,1264
simGenes_5327,1921,1880,1872,1737,2025,1963,2139,1815
simGenes_5328,1838,1941,1987,1900,1741,1804,1802,1563
simGenes_5329,274,234,258,287,58,79,64,66
simGenes_5330,4530,4274,5377,6683,3765,4755,3604,5979
simGenes_5331,48502,58905,61683,45245,53103,55877,50119,55654
simGenes_5332,3702,4786,4217,4186,4085,5850,4459,3651
simGenes_5333,129,138,132,132,117,91,118,103
simGenes_5334,8673,8294,15299,14657,12518,7721,13654,11377
simGenes_5335,1282,1655,1975,1368,2276,1678,1370,1804
simGenes_5336,12276,13612,11100,9586,12624,13518,21593,14045
simGenes_5337,14488,14547,14341,14269,28037,27537,26775,27630
simGenes_5338,435,371,291,625,412,485,329,348
simGenes_5339,660,791,555,323,570,514,383,443
simGenes_5340,114,94,131,140,159,75,94,74
simGenes_5341,1072,1218,1247,1037,975,1112,975,1323
simGenes_5342,7491,7665,8157,7555,6214,7231,8338,6972
simGenes_5343,16576,15538,17490,17200,16458,16702,13978,15374
simGenes_5344,449,556,574,824,109,372,388,481
simGenes_5345,443,473,407,337,702,577,451,554
simGenes_5346,954,883,982,943,1070,1112,1189,1038
simGenes_5347,2390,2683,2546,2705,2296,2297,2514,2803
simGenes_5348,469,397,455,436,384,348,437,478
simGenes_5349,3014,3179,3142,3335,3075,3050,3372,3423
simGenes_5350,3342,4695,3914,2734,4711,3737,5374,4082
simGenes_5351,905,934,888,991,1028,805,1026,946
simGenes_5352,501,519,360,675,271,336,211,279
simGenes_5353,177,161,338,198,82,90,246,135
simGenes_5354,49196,45638,48362,47414,46531,52511,48275,48612
simGenes_5355,8142,8309,7677,7870,7487,7866,8007,7839
simGenes_5356,2847,1851,1877,1815,2166,2112,1669,1419
simGenes_5357,1146,2679,2044,2908,3135,2047,3715,3195
simGenes_5358,2235,1215,1574,1767,1657,1704,1303,1557
simGenes_5359,396,517,473,282,535,578,426,475
simGenes_5360,9292,8749,8263,10044,9845,9655,8757,9093
simGenes_5361,3962,3225,3174,2721,3600,3066,3734,3047
simGenes_5362,794,481,552,576,663,708,966,722
simGenes_5363,8328,7486,9062,8553,10514,16094,12646,12619
simGenes_5364,790,638,700,494,529,689,716,616
simGenes_5365,613,546,473,661,212,208,301,356
simGenes_5366,13077,12803,12318,12206,10541,5915,9754,14369
simGenes_5367,8502,8634,9040,7131,9535,8246,10415,8941
simGenes_5368,2406,1861,3035,2073,635,762,660,687
simGenes_5369,18907,21623,15877,24381,17657,21909,23265,21250
simGenes_5370,965,1164,1155,1062,1079,1007,1145,1036
simGenes_5371,4872,5560,5276,5774,5784,5141,5316,6403
simGenes_5372,2772,5756,2437,4337,1915,2689,3541,3066
simGenes_5373,737,658,755,617,682,601,685,597
simGenes_5374,86,113,121,76,123,118,76,57
simGenes_5375,12786,12921,12911,13541,11870,12255,11442,12131
simGenes_5376,2773,1074,2216,2148,1635,2480,2213,1680
simGenes_5377,2159,2342,1734,1964,1758,1731,2694,2566
simGenes_5378,285,355,271,404,250,296,360,317
simGenes_5379,68,28,59,68,73,111,118,27
simGenes_5380,1347,1333,1145,1787,867,692,504,541
simGenes_5381,38998,47262,52028,34477,39204,38126,39290,45900
simGenes_5382,8277,12286,6461,10203,6323,6984,9496,9155
simGenes_5383,297,463,434,376,423,393,402,408
simGenes_5384,359,302,229,224,228,259,222,366
simGenes_5385,689,843,438,391,494,801,661,383
simGenes_5386,233,368,182,245,203,179,230,257
simGenes_5387,3154,3069,2621,3026,3181,3062,2876,2599
simGenes_5388,2565,2345,2362,2687,2118,1974,2324,2107
simGenes_5389,835,837,994,1008,758,808,814,847
simGenes_5390,1117,1019,548,761,484,684,812,1303
simGenes_5391,1159,1474,1984,2011,1148,1068,1063,1197
simGenes_5392,4606,5039,4206,4875,4579,4930,4824,4543
simGenes_5393,196,193,197,214,152,263,117,166
simGenes_5394,60,199,239,273,308,361,102,168
simGenes_5395,419,457,473,420,398,348,434,434
simGenes_5396,2716,2639,2721,2817,5321,4622,4601,3750
simGenes_5397,1520,2198,1981,2446,2247,2241,1885,1867
simGenes_5398,674,465,684,712,647,502,533,708
simGenes_5399,4636,3724,5278,4419,5339,4224,5059,5651
simGenes_5400,2325,2433,2277,2411,2538,2413,2412,2414
simGenes_5401,4095,3726,4453,4534,4179,3583,3476,3931
simGenes_5402,1953,2349,1646,2022,2289,1947,2009,1840
simGenes_5403,18777,20780,20354,20844,18919,21492,19992,22368
simGenes_5404,335,287,185,329,159,240,261,171
simGenes_5405,5698,4763,5137,5355,5150,5120,4850,5548
simGenes_5406,2435,2487,2312,1956,2413,2138,2502,2337
simGenes_5407,17220,16991,17881,17528,19778,18215,18400,17813
simGenes_5408,569,538,580,520,489,499,533,522
simGenes_5409,7722,9514,11698,12725,11118,10909,10066,17255
simGenes_5410,1012,861,1154,1957,1114,1187,1546,1033
simGenes_5411,522,495,600,442,561,463,490,462
simGenes_5412,408,283,267,413,527,372,319,407
simGenes_5413,576,543,531,543,590,450,465,617
simGenes_5414,1674,1837,1805,1641,1775,1983,1866,1684
simGenes_5415,2400,1384,1652,1437,1496,807,1618,1418
simGenes_5416,7063,5415,5918,8034,8276,7204,6134,8157
simGenes_5417,6060,4947,5364,5865,5180,4838,6295,6202
simGenes_5418,541,588,550,567,541,549,482,584
simGenes_5419,377,1506,787,1158,1089,1280,759,522
simGenes_5420,20802,20597,24945,21118,8816,8773,8505,8400
simGenes_5421,146,97,85,110,129,120,119,130
simGenes_5422,60,53,58,48,59,39,49,61
simGenes_5423,71,60,59,65,46,37,49,55
simGenes_5424,608,661,690,655,518,771,547,926
simGenes_5425,1966,1538,2560,2101,2151,2672,2317,1576
simGenes_5426,705,762,920,761,929,1131,852,773
simGenes_5427,262,134,230,90,193,276,175,104
simGenes_5428,54,146,73,125,97,151,164,155
simGenes_5429,168,188,204,190,208,333,330,183
simGenes_5430,1457,1657,1211,1608,1421,1052,1535,1489
simGenes_5431,426,639,391,430,502,309,363,474
simGenes_5432,4931,4641,5134,5012,4762,4692,5284,4790
simGenes_5433,691,647,541,883,666,439,783,1033
simGenes_5434,14345,10178,9483,11228,9956,9908,6996,7118
simGenes_5435,1682,1382,1359,1284,868,1653,1440,2003
simGenes_5436,1689,2003,904,1364,1413,1236,1262,1419
simGenes_5437,18544,20082,18606,18237,9899,9642,10146,10910
simGenes_5438,790,762,828,819,591,834,691,725
simGenes_5439,1778,1569,1575,1591,1362,1991,1615,1779
simGenes_5440,1063,1055,1153,663,1192,1176,1124,1130
simGenes_5441,2105,2450,2415,2332,2326,2283,1941,2430
simGenes_5442,1079,1329,962,931,665,378,334,503
simGenes_5443,1753,1385,1535,1324,2292,804,1105,1805
simGenes_5444,212,227,390,210,324,272,500,395
simGenes_5445,22050,21050,19212,17884,17428,17858,20124,20921
simGenes_5446,1063,1124,1189,1198,400,805,403,305
simGenes_5447,8907,10435,10786,10124,12040,10166,11922,10264
simGenes_5448,16841,16528,16978,17390,13425,12737,12677,10543
simGenes_5449,5299,3830,5466,5352,3351,3534,4918,4270
simGenes_5450,3363,3853,3478,3380,3626,3508,3733,3369
simGenes_5451,512,765,593,596,553,528,647,617
simGenes_5452,1216,1155,1024,1167,1129,1034,1040,1302
simGenes_5453,1153,1120,1300,1358,1239,1574,1436,1426
simGenes_5454,1154,889,1110,1354,1184,832,1259,1320
simGenes_5455,715,579,653,477,602,587,609,678
simGenes_5456,895,1267,1240,1266,1221,1406,1105,1286
simGenes_5457,381,507,527,664,511,337,526,584
simGenes_5458,170,188,387,190,451,234,232,268
simGenes_5459,1279,1015,1548,1289,774,1592,1016,989
simGenes_5460,4749,4314,2986,4192,11190,10558,10298,11545
simGenes_5461,663,736,794,560,1851,1744,1585,1622
simGenes_5462,1593,1328,1551,1752,1966,1681,1540,1336
simGenes_5463,652,754,570,812,737,661,627,721
simGenes_5464,3749,4615,4488,4750,3692,4679,4665,5268
simGenes_5465,1297,1412,1667,1233,1742,1548,1721,1171
simGenes_5466,960,950,812,900,904,862,795,860
simGenes_5467,2114,2344,1957,1855,1878,2034,2303,2378
simGenes_5468,1208,1194,1179,1235,557,579,368,435
simGenes_5469,3239,3119,3337,3337,3181,3129,3215,3349
simGenes_5470,652,866,1098,857,841,866,892,728
simGenes_5471,1936,1560,1913,1738,2275,1763,1620,1872
simGenes_5472,5493,4375,5917,4735,4932,5222,4958,5394
simGenes_5473,961,1117,1007,997,1113,1213,950,1103
simGenes_5474,466,480,393,438,404,419,458,454
simGenes_5475,502,516,449,480,439,445,486,487
simGenes_5476,353,208,492,299,284,439,305,397
simGenes_5477,4619,4029,4151,3896,4274,3147,3752,4849
simGenes_5478,3620,3527,3039,3054,3682,2948,3447,3880
simGenes_5479,6480,8587,10063,11549,7113,4787,7225,6636
simGenes_5480,612,530,629,564,611,617,750,679
simGenes_5481,882,940,774,1061,699,880,987,1180
simGenes_5482,2733,3048,2871,3080,2376,2483,2949,2660
simGenes_5483,3145,3517,3629,3136,3988,4008,3202,3577
simGenes_5484,182,203,180,228,199,156,159,197
simGenes_5485,78,80,53,52,47,49,142,63
simGenes_5486,891,947,1037,771,956,839,985,910
simGenes_5487,403,774,212,442,214,552,100,352
simGenes_5488,3802,3531,4125,3470,4078,4156,4353,3875
simGenes_5489,650,743,1031,857,648,480,896,744
