gene,control_1_cyto,control_2_cyto,control_3_cyto,control_4_cyto,treatment_1_cyto,treatment_2_cyto,treatment_3_cyto,treatment_4_cyto
simGenes_4527,8288,8697,7310,8071,8559,8361,8639,8363
simGenes_4528,2454,3393,2139,2111,2388,3138,2598,2654
simGenes_4529,1908,1875,1943,1748,1977,1942,1740,1921
simGenes_4530,1279,1089,1989,1279,973,1505,1915,1077
simGenes_4531,6702,8426,7015,7967,5948,7232,7284,6877
simGenes_4532,1063,1002,960,1065,1038,1093,1081,1122
simGenes_4533,964,831,852,762,954,877,843,1004
simGenes_4534,691,724,738,698,709,666,719,703
simGenes_4535,3319,4068,2756,3799,3374,3317,3600,2542
simGenes_4536,2682,2914,2452,2967,2740,2948,2348,2330
simGenes_4537,5459,7573,5716,7967,8725,6481,5069,6622
simGenes_4538,984,958,981,933,2831,2471,2468,2689
simGenes_4539,942,809,536,689,599,622,577,576
simGenes_4540,4670,3381,3540,3713,8271,7492,8337,8273
simGenes_4541,2590,2702,2704,2726,2664,2767,2675,2816
simGenes_4542,3138,3174,2884,2870,3164,3301,2870,3179
simGenes_4543,3710,3443,3209,4788,8923,7951,8805,8913
simGenes_4544,1423,998,1182,1419,1134,1282,1400,1281
simGenes_4545,4230,4065,4354,4156,4324,4138,4440,4275
simGenes_4546,2892,2469,2532,2696,2533,2669,2614,2683
simGenes_4547,5118,5755,6346,5884,6917,8407,8036,7798
simGenes_4548,1735,1322,1658,1246,1647,1486,1746,1074
simGenes_4549,1223,1309,847,1014,1097,1172,1155,1007
simGenes_4550,2411,2465,2018,3042,1417,2559,2223,1472
simGenes_4551,1201,1276,1318,1161,1281,1225,1240,1318
simGenes_4552,3564,5930,7159,6248,2869,6644,7276,4730
simGenes_4553,1945,1243,1932,2535,2126,1194,1229,2260
simGenes_4554,4208,3096,2366,1820,2509,1299,3863,2707
simGenes_4555,5642,5727,5402,4981,1759,2071,1896,2024
simGenes_4556,741,798,765,929,1101,1057,1095,970
simGenes_4557,2537,2585,2614,2190,3852,3251,2820,2846
simGenes_4558,682,532,421,620,737,738,587,869
simGenes_4559,4358,3898,3706,4236,4218,3191,3072,4127
simGenes_4560,6050,2990,4032,6184,5215,3955,3582,4392
simGenes_4561,4083,4510,2917,4427,4507,4416,3903,4623
simGenes_4562,1259,875,566,919,1371,1521,1419,1137
simGenes_4563,728,985,1060,740,852,631,922,993
simGenes_4564,585,509,548,413,628,494,574,637
simGenes_4565,4441,5402,5068,4910,5375,5275,4500,5748
simGenes_4566,1068,1207,1090,1363,945,684,998,1040
simGenes_4567,1804,1410,1581,1764,1450,1632,1894,1812
simGenes_4568,122,160,65,94,172,135,75,78
simGenes_4569,187,108,176,147,63,241,199,136
simGenes_4570,253,244,323,328,170,143,178,153
simGenes_4571,91,253,127,131,103,262,91,367
simGenes_4572,792,942,935,889,1015,964,988,894
simGenes_4573,367,517,452,502,481,437,483,475
simGenes_4574,3662,2996,3500,3491,2547,3869,3531,3317
simGenes_4575,1734,1560,1761,1867,1689,1505,1784,1514
simGenes_4576,120,90,313,130,127,187,268,95
simGenes_4577,642,822,511,625,639,594,519,564
simGenes_4578,3679,3421,3624,3639,3593,3555,3719,3835
simGenes_4579,1177,1302,1113,992,1090,1259,980,1009
simGenes_4580,684,825,865,925,861,664,773,820
simGenes_4581,285,209,193,105,173,149,278,173
simGenes_4582,7378,6790,6327,5654,6769,6653,6618,6351
simGenes_4583,8110,6825,8340,6242,10767,11767,7161,7288
simGenes_4584,3397,1493,3797,2971,2426,2193,3106,2310
simGenes_4585,930,697,862,939,705,923,1158,875
simGenes_4586,592,885,1055,857,2555,2245,2371,2418
simGenes_4587,3531,3304,4484,4247,3558,3895,4133,4374
simGenes_4588,636,294,360,475,422,452,308,600
simGenes_4589,16063,15971,16913,16278,16596,16170,16107,16225
simGenes_4590,224,319,143,149,145,187,316,288
simGenes_4591,177,407,214,245,167,152,84,159
simGenes_4592,1186,1397,1317,1838,3295,3096,3748,4058
simGenes_4593,4485,4312,4140,4832,4906,4707,4793,5016
simGenes_4594,46599,61381,53893,48268,25827,43908,40723,24736
simGenes_4595,3031,2978,3295,2847,3415,3112,3092,2531
simGenes_4596,1354,1418,1397,1263,1375,1381,1281,1649
simGenes_4597,7573,7510,7566,7375,7478,7606,7435,7508
simGenes_4598,997,1175,1897,1019,549,726,684,656
simGenes_4599,1774,2487,1688,1995,2251,1689,1148,2251
simGenes_4600,49523,59645,67581,26947,41021,23427,43302,36769
simGenes_4601,1063,804,1599,1401,1297,2085,1383,1109
simGenes_4602,147,310,153,209,119,194,190,238
simGenes_4603,2067,2319,2882,4628,2761,2366,1948,2325
simGenes_4604,8669,9817,9562,7111,6559,8107,7042,9104
simGenes_4605,311,382,382,81,200,233,344,180
simGenes_4606,3138,3140,2830,2800,2444,2894,2576,2963
simGenes_4607,516,759,713,419,327,265,647,524
simGenes_4608,1685,1890,2169,1610,2513,1726,2157,1751
simGenes_4609,904,931,1043,941,908,958,962,933
simGenes_4610,2555,3334,4286,2623,4420,3243,3060,3655
simGenes_4611,167,136,127,147,246,281,254,202
simGenes_4612,1854,3241,2589,2850,2266,2073,2455,2917
simGenes_4613,1055,1137,1150,1066,1270,1173,1166,1032
simGenes_4614,1434,1616,1653,1837,4440,4484,4713,4399
simGenes_4615,438,496,407,456,570,332,632,219
simGenes_4616,1300,2126,2232,1208,2419,3089,3167,2343
simGenes_4617,2021,2276,2006,2571,1880,1797,2240,2436
simGenes_4618,226,314,236,312,297,214,398,316
simGenes_4619,7630,11656,8985,9131,10579,19553,8005,8539
simGenes_4620,147,249,258,178,493,348,389,532
simGenes_4621,3318,3565,3428,3265,3200,3346,3262,2950
simGenes_4622,5688,7600,8801,7763,3658,3256,1854,2258
simGenes_4623,616,737,812,782,921,594,866,689
simGenes_4624,3364,1921,2996,2551,2912,2498,2684,2916
simGenes_4625,174,173,148,122,72,85,101,92
simGenes_4626,4458,4131,4833,5005,4119,4595,4690,5050
simGenes_4627,717,844,713,695,913,776,689,747
simGenes_4628,3468,3447,3566,3145,3534,3799,3823,4047
simGenes_4629,3630,2726,2482,1042,1507,911,1459,1126
simGenes_4630,243,259,368,280,521,568,529,645
simGenes_4631,1761,1974,1921,1976,724,929,918,908
simGenes_4632,15671,16083,16295,16965,16158,16012,16254,15861
simGenes_4633,2453,1173,3608,2679,3359,5501,1243,2976
simGenes_4634,1560,1697,1016,1314,1242,1098,1500,1372
simGenes_4635,2566,3167,2648,3354,4346,3910,2733,3112
simGenes_4636,4899,4686,4848,4793,4937,4695,4729,4886
simGenes_4637,1808,1636,1521,1596,1608,1812,1546,1716
simGenes_4638,296,286,457,226,320,378,275,469
simGenes_4639,201,201,163,251,184,199,197,183
simGenes_4640,3342,1555,1189,1022,1260,3047,1807,611
simGenes_4641,1811,1752,1999,1546,1796,2135,755,1511
simGenes_4642,9441,11645,9484,8323,10149,10128,10550,11245
simGenes_4643,16916,20405,18796,19457,18264,19394,20834,19709
simGenes_4644,23941,29573,24686,31409,27073,27169,22062,45522
simGenes_4645,33838,33728,36290,31997,34030,34382,32801,32905
simGenes_4646,1550,1208,1123,1235,1170,1413,1319,914
simGenes_4647,2011,1825,1908,1791,2017,1724,1723,1781
simGenes_4648,11845,12594,10956,11988,13778,15908,13236,12234
simGenes_4649,4628,3813,3870,3818,4898,3412,5358,4242
simGenes_4650,1791,1674,1703,1836,2520,1693,2018,1344
simGenes_4651,1683,1536,1726,1640,1736,1743,1661,1721
simGenes_4652,3607,3030,3079,2928,3175,2908,3466,3067
simGenes_4653,5374,5191,5818,3069,5403,4532,4389,5131
simGenes_4654,453,467,424,442,443,394,412,404
simGenes_4655,1769,2721,2648,2312,2723,2545,1780,2134
simGenes_4656,3054,3590,3387,3019,3328,3489,3610,3102
simGenes_4657,9614,8035,7194,12237,10324,9226,13107,12640
simGenes_4658,372,185,289,447,190,214,287,248
simGenes_4659,396,257,205,304,242,248,387,383
simGenes_4660,725,572,609,768,819,742,791,540
simGenes_4661,4467,5426,4433,5018,6655,7085,4587,5685
simGenes_4662,1036,1147,1155,1207,1237,1158,1173,1126
simGenes_4663,1360,978,529,700,1031,915,1062,970
simGenes_4664,1009,581,758,891,750,713,799,831
simGenes_4665,2951,2670,3220,2135,2530,1735,3371,2852
simGenes_4666,2161,1890,2361,2150,2316,1687,2679,2024
simGenes_4667,921,724,910,943,751,861,833,1034
simGenes_4668,608,566,660,626,565,586,512,588
simGenes_4669,4911,5114,3535,5106,3753,5230,4178,3334
simGenes_4670,131,172,103,81,93,122,117,116
simGenes_4671,4336,3960,4336,3774,3605,3867,4317,3722
simGenes_4672,1084,1014,2809,1562,920,3015,1756,1250
simGenes_4673,845,1292,949,1212,1813,1355,1624,1470
simGenes_4674,7582,7323,7883,4736,5257,8552,5571,6004
simGenes_4675,371,255,325,337,229,483,386,364
simGenes_4676,302,290,302,298,287,258,270,309
simGenes_4677,4443,4644,4143,4805,4302,4784,5232,5534
simGenes_4678,2241,2506,2376,2195,2397,2422,2311,2133
simGenes_4679,2840,2080,2357,3007,2919,2788,2648,3214
simGenes_4680,695,1041,785,687,505,877,763,815
simGenes_4681,2460,2645,2218,2161,987,1041,632,866
simGenes_4682,540,572,598,432,679,779,863,466
simGenes_4683,2809,3007,3308,2397,2739,3004,3175,2823
simGenes_4684,1586,1624,1452,1425,1746,1387,1389,1498
simGenes_4685,439,593,228,496,571,338,550,319
simGenes_4686,3358,4038,3730,4075,3461,4318,3078,3791
simGenes_4687,161,221,159,179,179,215,143,210
simGenes_4688,773,718,728,1377,1376,870,1259,1000
simGenes_4689,2070,1682,1888,2289,2899,2266,1941,2302
simGenes_4690,1002,986,1145,1084,1118,1169,1196,1059
simGenes_4691,517,464,594,379,323,484,620,605
simGenes_4692,98,65,97,77,77,94,106,80
simGenes_4693,1270,1631,1325,1397,1347,1680,1949,1536
simGenes_4694,168,102,78,148,145,140,77,92
simGenes_4695,1930,960,1048,2170,2563,1625,1653,1707
simGenes_4696,655,711,466,912,1037,811,767,642
simGenes_4697,2781,3349,3204,3349,3025,2571,3061,3232
simGenes_4698,6652,6425,6762,5614,10250,6052,9540,10338
simGenes_4699,4049,4272,3987,4010,3498,4008,7039,4523
simGenes_4700,4978,4372,3718,4975,4251,3401,3669,3512
simGenes_4701,1136,1677,1701,1491,1514,1387,1508,1789
simGenes_4702,3094,2421,2539,2199,2347,2025,2458,2541
simGenes_4703,61,115,77,78,158,115,59,46
simGenes_4704,267,159,94,55,181,217,177,323
simGenes_4705,8917,11818,5236,7058,6223,12358,3580,6651
simGenes_4706,1902,2076,2123,1482,2197,1357,1343,1619
simGenes_4707,4065,4022,3777,5009,3838,3973,4096,3687
simGenes_4708,1838,1116,1379,1298,1078,1303,1388,1503
simGenes_4709,1531,1412,1423,1988,1461,1667,1622,1501
simGenes_4710,4670,5373,5688,4959,5172,5297,6323,4565
simGenes_4711,1067,1288,1159,1086,1121,885,1103,1372
simGenes_4712,1027,1343,1244,1155,1000,1201,1197,939
simGenes_4713,1263,943,1217,1025,1022,1165,1143,1345
simGenes_4714,2162,1391,2347,3471,2188,2949,3653,2955
simGenes_4715,5711,5526,4573,3349,4648,3678,3500,5072
simGenes_4716,419,357,349,332,270,390,312,259
simGenes_4717,773,531,532,446,734,618,477,924
simGenes_4718,120,97,171,226,210,292,177,196
simGenes_4719,202,209,182,198,236,204,170,190
simGenes_4720,2035,1961,2209,2170,821,1242,954,887
simGenes_4721,322,93,125,279,78,430,260,242
simGenes_4722,651,541,796,719,688,617,633,683
simGenes_4723,278,186,233,148,614,242,212,157
simGenes_4724,1130,1932,1424,1479,2116,1045,1601,2010
simGenes_4725,3320,1929,1449,2001,2252,1633,2427,2642
simGenes_4726,3661,4337,2467,3072,2668,3972,1411,1712
simGenes_4727,4173,4170,3673,4358,3920,3575,3460,3903
simGenes_4728,1741,2192,2777,1852,2422,2784,1835,1822
simGenes_4729,554,688,655,688,792,571,723,860
simGenes_4730,912,1030,969,985,1144,1153,1072,1043
simGenes_4731,875,854,871,873,865,884,878,846
simGenes_4732,1150,291,323,397,1542,1091,855,919
simGenes_4733,9230,8909,8894,8479,9225,9616,9027,8782
simGenes_4734,2943,3981,3486,4045,3757,4480,3666,3666
simGenes_4735,1471,1567,1317,1660,1484,1180,1749,1213
simGenes_4736,806,958,703,1100,980,1549,1129,747
simGenes_4737,380,562,345,436,539,515,645,464
simGenes_4738,2078,1898,2356,1872,2375,1838,2302,1989
simGenes_4739,967,882,1039,1060,982,993,886,843
simGenes_4740,739,716,829,1023,974,742,741,778
simGenes_4741,15982,14660,14230,15062,15802,14183,16230,15294
simGenes_4742,746,673,453,437,617,714,698,633
simGenes_4743,4694,3495,3482,4305,4998,3977,5202,5019
simGenes_4744,407,345,388,431,407,362,352,301
simGenes_4745,19501,18613,18917,19105,34263,35339,43666,39084
simGenes_4746,710,989,827,861,877,906,787,1054
simGenes_4747,17069,17069,17078,16660,17410,17132,16438,14998
simGenes_4748,1549,1581,1208,1635,1543,1502,1385,1743
simGenes_4749,1896,1515,2055,3534,2086,1464,1010,1726
simGenes_4750,590,590,663,646,671,697,588,1035
simGenes_4751,5209,4563,5542,4211,5450,5305,4456,4550
simGenes_4752,1480,1494,1500,1239,1607,1118,1456,1341
simGenes_4753,5894,4725,5171,4503,4679,5187,5411,4493
simGenes_4754,1724,1454,1742,1651,1772,1609,1569,1583
simGenes_4755,951,388,605,887,400,479,412,251
simGenes_4756,345,287,283,299,199,308,248,228
simGenes_4757,1074,1141,1210,1265,2470,2822,2741,2895
simGenes_4758,4363,4555,4105,4354,4608,4347,3987,4172
simGenes_4759,3368,2629,3618,2597,2493,3272,3185,2683
simGenes_4760,58,70,57,72,61,61,44,52
simGenes_4761,2955,3367,3965,2749,3400,3028,2201,2602
simGenes_4762,721,565,695,679,396,458,437,352
simGenes_4763,296,210,585,474,388,460,282,638
simGenes_4764,1843,3056,2949,2200,3370,2937,2456,3218
simGenes_4765,602,612,378,572,735,593,1026,395
simGenes_4766,3113,2689,2576,2689,2247,3004,3175,2124
simGenes_4767,523,362,453,600,486,498,508,622
simGenes_4768,3028,4039,3483,3599,3515,2479,2854,2123
simGenes_4769,1601,1481,1562,1468,1663,1218,1704,1075
simGenes_4770,178,188,172,175,192,183,179,233
simGenes_4771,174,177,156,204,194,180,159,181
simGenes_4772,2106,1259,1381,1262,1537,1509,1464,1457
simGenes_4773,8580,5675,4463,5012,8928,13485,10237,11315
simGenes_4774,1318,1499,1255,1675,2923,2852,2374,2318
simGenes_4775,173,304,278,262,239,281,235,168
simGenes_4776,3143,2187,2638,3017,3060,2974,3170,2662
simGenes_4777,2001,1347,1700,1721,1341,1529,880,826
simGenes_4778,401,401,684,233,359,640,623,676
simGenes_4779,4639,5476,4705,3509,3977,3524,4117,3547
simGenes_4780,669,662,684,730,672,778,805,491
simGenes_4781,9065,10960,11349,7132,6276,8802,9679,5838
simGenes_4782,154,121,87,74,92,123,71,86
simGenes_4783,1718,1994,1744,1737,2050,1884,2514,1965
simGenes_4784,1055,1131,886,902,893,859,593,1119
simGenes_4785,3805,3264,3044,3690,3652,2994,3238,3486
simGenes_4786,87,48,29,51,93,83,63,35
simGenes_4787,4917,2978,4354,3260,4808,3607,5307,2595
simGenes_4788,1749,1249,927,800,736,1399,1935,890
simGenes_4789,1874,1836,1694,2159,5414,5825,6079,4878
simGenes_4790,2304,2768,2190,2381,2730,1666,1805,2147
simGenes_4791,766,829,980,763,799,793,827,857
simGenes_4792,4280,3708,3512,3489,3300,3917,3712,3687
simGenes_4793,2376,2409,2425,2524,2612,2615,2514,2590
simGenes_4794,1237,1077,1020,905,842,1085,1171,999
simGenes_4795,2482,2369,2478,2662,2324,2264,2371,2241
simGenes_4796,1370,1203,1288,1370,2966,3402,2690,3179
simGenes_4797,9354,8079,8534,8059,8131,9001,8901,10041
simGenes_4798,3760,3353,3487,3629,1176,1553,1723,1025
simGenes_4799,1851,2193,1883,1736,1801,1909,2074,2377
simGenes_4800,1814,1369,2099,1925,1995,1937,1224,1667
simGenes_4801,367,326,358,351,307,240,349,300
simGenes_4802,5465,5526,6063,5768,6071,5894,5698,5851
simGenes_4803,981,424,313,608,279,314,551,430
simGenes_4804,153,161,199,175,292,185,194,154
simGenes_4805,23285,22173,23655,22798,22855,23382,22475,23214
simGenes_4806,1354,1095,1268,1423,1869,1602,1298,1198
simGenes_4807,1466,1214,1318,1313,1614,1544,1553,1757
simGenes_4808,1692,1653,1822,2070,1598,1566,2488,1868
simGenes_4809,1973,2621,1947,2967,1928,2221,2444,2568
simGenes_4810,3831,4015,2630,2929,4916,1643,6016,4529
simGenes_4811,488,624,456,816,808,753,593,840
simGenes_4812,3945,5103,3773,5102,5000,4445,3558,3354
simGenes_4813,806,842,843,830,854,878,834,674
simGenes_4814,2184,2117,1867,2492,1950,2109,1811,3042
simGenes_4815,8201,8825,10517,9940,7836,9284,9607,8932
simGenes_4816,755,695,862,695,681,1019,787,585
simGenes_4817,855,969,1016,778,920,756,798,819
simGenes_4818,456,414,390,405,717,1160,1102,964
simGenes_4819,1486,1511,868,680,1331,1128,1081,677
simGenes_4820,17817,14939,15450,10356,15169,18610,11638,9277
simGenes_4821,864,869,881,852,958,1011,912,1033
simGenes_4822,950,924,1162,615,1289,1333,905,834
simGenes_4823,176,417,268,170,318,197,175,273
simGenes_4824,1225,1131,1110,1198,1206,1209,1304,1091
simGenes_4825,810,637,798,328,388,711,301,575
simGenes_4826,1356,1340,1677,1540,1446,1444,1485,1392
simGenes_4827,1218,1370,1299,1646,490,483,512,468
simGenes_4828,3017,2991,1713,2345,3009,1776,2710,2720
simGenes_4829,5456,5389,7662,5464,2756,3441,5374,4656
simGenes_4830,1392,1257,1101,1169,742,902,911,1587
simGenes_4831,3116,3830,3433,3786,6193,8565,7128,9501
simGenes_4832,2239,1838,2193,2279,2077,2357,1879,2068
simGenes_4833,5077,5056,5736,4719,4692,2414,1513,3854
simGenes_4834,2972,3142,3231,2862,2768,2876,3557,2841
simGenes_4835,2934,3025,2934,2927,2987,2981,3012,2977
simGenes_4836,1613,1066,1509,1454,1649,1182,1093,1752
simGenes_4837,6386,6991,6952,8794,7022,7790,7554,6680
simGenes_4838,521,593,544,565,514,514,555,507
simGenes_4839,1024,1288,1952,1999,1950,1904,1228,1925
simGenes_4840,5221,5695,5267,5420,5563,6838,5697,5365
simGenes_4841,974,868,786,1000,775,790,997,777
simGenes_4842,2300,2611,2578,2406,2484,2380,2270,2379
simGenes_4843,35552,37533,31467,36288,36161,33051,35708,36189
simGenes_4844,1629,1715,1898,1641,1917,1726,1744,1840
simGenes_4845,4272,3844,3629,3353,3211,4071,4012,3756
simGenes_4846,6259,4383,4998,4742,6394,4995,5516,6500
simGenes_4847,1601,1507,1459,1608,1501,1644,1633,1551
simGenes_4848,1213,1354,1298,2166,1965,1270,1433,1344
simGenes_4849,8630,7186,8968,7907,6526,6529,7848,7742
simGenes_4850,886,1017,1018,933,901,1125,839,1001
simGenes_4851,5310,6058,4844,6083,13338,15424,6253,10298
simGenes_4852,445,500,404,497,301,239,216,211
simGenes_4853,61,48,81,75,62,155,112,77
simGenes_4854,2771,1738,2262,2593,1629,2108,3274,2620
simGenes_4855,729,514,513,560,800,914,679,691
simGenes_4856,9700,7967,8544,8924,4039,3344,3678,3478
simGenes_4857,4705,4248,4711,5070,4685,4822,4544,5236
simGenes_4858,778,704,948,904,1734,745,741,843
simGenes_4859,1311,1023,1059,850,1009,844,998,1031
simGenes_4860,1894,2070,2198,1509,2045,2046,2098,1822
simGenes_4861,1903,2045,2206,1994,2179,1830,1895,2129
simGenes_4862,5205,5882,6015,4251,5647,5016,5450,6092
simGenes_4863,2667,2757,3220,2985,3335,2296,2750,2541
simGenes_4864,142,91,206,140,240,79,157,195
simGenes_4865,5256,5793,6255,5420,5652,6417,5468,5993
simGenes_4866,1151,1140,1134,1149,1193,1532,1442,949
simGenes_4867,19766,14413,11517,14297,13159,7294,13404,18510
simGenes_4868,4756,5239,5284,4788,4507,5447,6292,5358
simGenes_4869,452,386,451,408,242,266,244,215
simGenes_4870,6133,4980,6623,6787,5018,6050,6621,5296
simGenes_4871,4033,3441,3579,3128,2785,4032,3425,4056
simGenes_4872,8238,8424,8488,8363,8421,8262,8473,8306
simGenes_4873,4888,3666,2061,3369,3194,2601,4343,3763
simGenes_4874,699,637,652,550,578,627,693,696
simGenes_4875,3877,2611,2224,1327,3462,2800,3370,1860
simGenes_4876,4606,5578,6065,4589,4728,4282,5080,5482
simGenes_4877,8194,7580,6541,8789,6374,7340,8079,7945
simGenes_4878,802,1325,779,707,1246,406,1058,1398
simGenes_4879,1317,1103,1089,1171,1140,1182,1138,1129
simGenes_4880,122,135,106,170,141,164,146,125
simGenes_4881,2000,2371,2144,2783,2134,2825,2087,2408
simGenes_4882,289,248,293,313,309,312,351,303
simGenes_4883,2954,3087,3064,3142,2802,3097,3189,3150
simGenes_4884,1246,1579,1324,1649,1322,1861,1271,1432
simGenes_4885,3398,2254,2582,2636,2502,2324,1521,1395
simGenes_4886,2580,2883,2700,3058,2591,3082,2446,2286
simGenes_4887,2942,2628,1984,2978,2023,2486,2616,2456
simGenes_4888,927,999,915,965,1006,1006,1031,1219
simGenes_4889,1995,1687,1587,1558,1703,1889,1592,1219
simGenes_4890,649,1277,773,707,757,700,954,920
simGenes_4891,7230,9469,8457,7540,7684,8078,6456,8325
simGenes_4892,3284,3540,3339,3101,3126,3349,3513,3375
simGenes_4893,3720,3459,3443,4600,4055,4123,4813,4478
simGenes_4894,2627,4410,5906,2046,3637,3731,5600,4061
simGenes_4895,6504,10904,8962,8969,6244,9539,6672,12542
simGenes_4896,771,652,431,797,438,427,1026,691
simGenes_4897,190,169,163,114,149,99,117,73
simGenes_4898,896,1046,934,765,848,807,1129,1047
simGenes_4899,4495,4371,4276,4458,4778,4543,4363,4622
simGenes_4900,9556,7475,8436,7936,8341,9836,8563,7839
simGenes_4901,144,212,164,313,264,167,152,185
simGenes_4902,213,280,239,294,277,183,362,296
simGenes_4903,4277,4069,4728,4827,4145,4009,4283,4437
simGenes_4904,654,438,494,709,542,617,487,751
simGenes_4905,478,356,542,562,668,703,345,1089
simGenes_4906,1949,1601,2011,1871,2083,1844,1973,1730
simGenes_4907,410,364,233,504,461,500,389,288
simGenes_4908,100,94,119,138,89,83,62,117
simGenes_4909,509,490,515,729,379,466,551,431
simGenes_4910,609,766,529,679,660,698,738,567
simGenes_4911,365,359,420,339,479,415,363,442
simGenes_4912,3468,3480,3414,3196,3693,3723,3332,3505
simGenes_4913,1174,1494,1221,980,1004,714,1146,1100
simGenes_4914,921,1104,942,865,777,706,731,723
simGenes_4915,2608,2288,2750,2417,2595,2551,2839,2375
simGenes_4916,4180,3696,3781,3824,1227,1299,1052,1352
simGenes_4917,6736,6076,7925,5867,6512,5609,7107,5866
simGenes_4918,4761,4465,4421,3891,4395,4227,4553,3989
simGenes_4919,3649,3446,3144,3300,2727,4039,3887,3100
simGenes_4920,569,438,581,532,1649,1326,2272,1787
simGenes_4921,1774,2172,2407,1786,2287,2751,2491,2324
simGenes_4922,2103,2087,1099,1710,2109,2336,2801,2803
simGenes_4923,1033,811,1006,863,896,969,711,956
simGenes_4924,647,587,627,635,749,496,661,469
simGenes_4925,498,379,361,508,493,549,379,353
